date,open,high,low,close,volume
2015-01-01 00:00:00+05:30,1283.5,1283.5,1270.5,1272.7750244140625,366830
2015-01-02 00:00:00+05:30,1275.5,1295.4749755859375,1275.300048828125,1289.7249755859375,925740
2015-01-05 00:00:00+05:30,1290.5,1299.949951171875,1262.324951171875,1270.125,1754242
2015-01-06 00:00:00+05:30,1264.550048828125,1264.550048828125,1220.0,1223.300048828125,2423784
2015-01-07 00:00:00+05:30,1235.0,1239.574951171875,1203.7249755859375,1208.8499755859375,2636332
2015-01-08 00:00:00+05:30,1221.199951171875,1224.5,1210.2750244140625,1221.9000244140625,1565408
2015-01-09 00:00:00+05:30,1227.5,1259.949951171875,1225.0,1256.1500244140625,3197642
2015-01-12 00:00:00+05:30,1258.5,1264.0,1240.125,1254.8499755859375,1596006
2015-01-13 00:00:00+05:30,1260.0,1265.199951171875,1240.050048828125,1248.949951171875,1468432
2015-01-14 00:00:00+05:30,1258.0,1265.9000244140625,1250.25,1260.9749755859375,1787096
2015-01-15 00:00:00+05:30,1266.5,1290.875,1261.625,1269.550048828125,5009920
2015-01-16 00:00:00+05:30,1271.8499755859375,1272.5,1242.1500244140625,1266.074951171875,5293830
2015-01-19 00:00:00+05:30,1268.0,1275.5,1251.5,1255.5,1135074
2015-01-20 00:00:00+05:30,1260.0,1265.0,1241.625,1250.2249755859375,2058566
2015-01-21 00:00:00+05:30,1261.0,1261.0,1244.125,1256.9000244140625,2310480
2015-01-22 00:00:00+05:30,1258.25,1260.625,1247.75,1256.7750244140625,2113214
2015-01-23 00:00:00+05:30,1257.0,1266.0250244140625,1248.050048828125,1251.800048828125,3150380
2015-01-27 00:00:00+05:30,1256.175048828125,1257.5,1244.7750244140625,1251.0250244140625,2738736
2015-01-28 00:00:00+05:30,1251.5,1272.449951171875,1251.449951171875,1269.800048828125,3121980
2015-01-29 00:00:00+05:30,1269.0,1284.3499755859375,1256.449951171875,1272.324951171875,3734392
2015-01-30 00:00:00+05:30,1280.3499755859375,1287.5,1235.0,1241.0250244140625,5817402
2015-02-02 00:00:00+05:30,1241.0,1260.7249755859375,1231.0250244140625,1257.0999755859375,3181802
2015-02-03 00:00:00+05:30,1255.824951171875,1282.5,1253.550048828125,1279.125,2345054
2015-02-04 00:00:00+05:30,1284.0,1285.8499755859375,1251.050048828125,1257.1500244140625,2245418
2015-02-05 00:00:00+05:30,1260.0,1295.8499755859375,1259.5,1276.199951171875,4530168
2015-02-06 00:00:00+05:30,1276.5,1297.4000244140625,1275.425048828125,1287.875,2136416
2015-02-09 00:00:00+05:30,1280.75,1284.550048828125,1250.0,1256.449951171875,2076432
2015-02-10 00:00:00+05:30,1255.0,1263.125,1216.5,1220.574951171875,3799054
2015-02-11 00:00:00+05:30,1227.5250244140625,1243.625,1223.625,1229.949951171875,2937522
2015-02-12 00:00:00+05:30,1239.9000244140625,1239.9000244140625,1223.5,1231.074951171875,3107980
2015-02-13 00:00:00+05:30,1235.0,1273.875,1230.125,1269.375,4158326
2015-02-16 00:00:00+05:30,1280.0,1297.5,1277.5,1292.4000244140625,2364392
2015-02-18 00:00:00+05:30,1292.5250244140625,1321.5,1282.625,1317.824951171875,2660014
2015-02-19 00:00:00+05:30,1318.0,1343.6500244140625,1317.5,1340.5250244140625,2618002
2015-02-20 00:00:00+05:30,1349.4000244140625,1349.4000244140625,1321.125,1337.7750244140625,1801588
2015-02-23 00:00:00+05:30,1335.5,1361.0,1335.5,1348.324951171875,1614892
2015-02-24 00:00:00+05:30,1347.0,1365.0,1339.5,1352.375,2199922
2015-02-25 00:00:00+05:30,1355.0,1361.0,1333.925048828125,1336.0999755859375,1767994
2015-02-26 00:00:00+05:30,1339.5,1346.375,1312.675048828125,1328.2249755859375,1991994
2015-02-27 00:00:00+05:30,1329.7249755859375,1337.875,1308.1500244140625,1331.175048828125,2877376
2015-03-02 00:00:00+05:30,1339.8499755859375,1354.4749755859375,1326.2750244140625,1334.699951171875,2176038
2015-03-03 00:00:00+05:30,1341.0,1395.0,1338.074951171875,1388.0,3424308
2015-03-04 00:00:00+05:30,1394.0,1406.050048828125,1357.824951171875,1373.0,3862994
2015-03-05 00:00:00+05:30,1375.0,1385.3499755859375,1340.5250244140625,1348.2249755859375,2173514
2015-03-09 00:00:00+05:30,1320.0,1339.9000244140625,1305.0,1323.4000244140625,2883174
2015-03-10 00:00:00+05:30,1324.449951171875,1339.125,1297.625,1321.3499755859375,3037052
2015-03-11 00:00:00+05:30,1321.0,1329.9749755859375,1298.9000244140625,1303.2750244140625,2240200
2015-03-12 00:00:00+05:30,1311.949951171875,1312.449951171875,1295.050048828125,1309.5250244140625,1827636
2015-03-13 00:00:00+05:30,1319.0,1319.9749755859375,1287.5,1291.175048828125,1586838
2015-03-16 00:00:00+05:30,1292.5999755859375,1305.0,1276.0,1281.1500244140625,1556296
2015-03-17 00:00:00+05:30,1291.25,1303.3499755859375,1278.875,1291.8499755859375,1267318
2015-03-18 00:00:00+05:30,1295.4749755859375,1299.7249755859375,1275.8499755859375,1279.675048828125,1255170
2015-03-19 00:00:00+05:30,1288.0,1302.925048828125,1284.050048828125,1298.125,2448964
2015-03-20 00:00:00+05:30,1298.0,1309.0,1289.425048828125,1305.4749755859375,1963908
2015-03-23 00:00:00+05:30,1308.0,1315.5,1303.0,1308.574951171875,1566608
2015-03-24 00:00:00+05:30,1315.0,1318.5,1291.050048828125,1295.6500244140625,2394878
2015-03-25 00:00:00+05:30,1295.699951171875,1307.0,1272.5999755859375,1286.875,2224858
2015-03-26 00:00:00+05:30,1276.6500244140625,1293.3499755859375,1250.5,1256.550048828125,3091642
2015-03-27 00:00:00+05:30,1265.5,1285.949951171875,1252.050048828125,1257.4000244140625,2751776
2015-03-30 00:00:00+05:30,1262.5,1284.949951171875,1260.0,1282.074951171875,1339006
2015-03-31 00:00:00+05:30,1284.7249755859375,1284.7249755859375,1260.5,1276.9749755859375,2427028
2015-04-01 00:00:00+05:30,1279.0,1281.800048828125,1261.125,1271.324951171875,2075758
2015-04-06 00:00:00+05:30,1279.0,1281.449951171875,1250.050048828125,1273.6500244140625,1568542
2015-04-07 00:00:00+05:30,1281.2249755859375,1299.5,1272.0,1292.5,1886922
2015-04-08 00:00:00+05:30,1297.0,1328.25,1295.425048828125,1320.699951171875,1652134
2015-04-09 00:00:00+05:30,1329.5,1343.7249755859375,1317.574951171875,1332.2750244140625,2544450
2015-04-10 00:00:00+05:30,1324.25,1335.4000244140625,1314.0,1326.875,1815544
2015-04-13 00:00:00+05:30,1332.0,1332.5,1314.0,1327.75,1308642
2015-04-15 00:00:00+05:30,1327.3499755859375,1356.949951171875,1304.699951171875,1313.875,2913934
2015-04-16 00:00:00+05:30,1313.4749755859375,1313.5,1285.675048828125,1291.4000244140625,3217570
2015-04-17 00:00:00+05:30,1278.550048828125,1280.0,1235.0,1237.425048828125,9668742
2015-04-20 00:00:00+05:30,1240.0250244140625,1241.949951171875,1212.425048828125,1214.4000244140625,2890722
2015-04-21 00:00:00+05:30,1214.4000244140625,1226.0,1200.5,1213.5250244140625,2546032
2015-04-22 00:00:00+05:30,1215.75,1236.5,1203.7750244140625,1222.550048828125,4186812
2015-04-23 00:00:00+05:30,1236.0,1239.9000244140625,1215.8499755859375,1228.625,4342990
2015-04-24 00:00:00+05:30,1227.6500244140625,1257.0,1223.7750244140625,1246.5250244140625,3625158
2015-04-27 00:00:00+05:30,1249.75,1260.0,1243.0,1250.0999755859375,2733052
2015-04-28 00:00:00+05:30,1255.0,1255.0,1227.550048828125,1247.5,3088298
2015-04-29 00:00:00+05:30,1242.0,1247.5,1225.5250244140625,1243.6500244140625,2019620
2015-04-30 00:00:00+05:30,1240.0,1245.0,1213.550048828125,1231.8499755859375,3738054
2015-05-04 00:00:00+05:30,1245.5,1252.4000244140625,1228.5999755859375,1240.7750244140625,1890630
2015-05-05 00:00:00+05:30,1250.5,1268.2249755859375,1250.0,1258.925048828125,3255070
2015-05-06 00:00:00+05:30,1257.5,1257.5,1227.9000244140625,1231.5250244140625,3394406
2015-05-07 00:00:00+05:30,1232.449951171875,1276.875,1226.8499755859375,1272.625,3205028
2015-05-08 00:00:00+05:30,1280.0,1294.0,1258.1500244140625,1263.625,3003664
2015-05-11 00:00:00+05:30,1267.5,1281.5250244140625,1262.5,1278.0,2573082
2015-05-12 00:00:00+05:30,1280.0,1282.5,1256.5,1261.449951171875,2467386
2015-05-13 00:00:00+05:30,1273.5,1273.5,1240.2249755859375,1257.699951171875,1863774
2015-05-14 00:00:00+05:30,1260.0,1260.0,1242.5,1249.625,1309050
2015-05-15 00:00:00+05:30,1257.5,1266.199951171875,1250.5,1255.574951171875,1461454
2015-05-18 00:00:00+05:30,1257.050048828125,1262.625,1248.550048828125,1260.199951171875,4507752
2015-05-19 00:00:00+05:30,1259.699951171875,1265.0,1248.375,1256.3499755859375,1957722
2015-05-20 00:00:00+05:30,1260.0,1284.949951171875,1258.449951171875,1278.5250244140625,1897814
2015-05-21 00:00:00+05:30,1278.5,1290.0,1274.074951171875,1277.75,1579578
2015-05-22 00:00:00+05:30,1275.0,1314.375,1269.625,1308.949951171875,2691632
2015-05-25 00:00:00+05:30,1310.0,1318.449951171875,1292.8499755859375,1300.5,982978
2015-05-26 00:00:00+05:30,1302.5,1311.625,1294.449951171875,1304.425048828125,1961740
2015-05-27 00:00:00+05:30,1304.0,1316.574951171875,1296.0,1307.625,1620690
2015-05-28 00:00:00+05:30,1301.949951171875,1311.5,1291.125,1304.75,2763608
2015-05-29 00:00:00+05:30,1308.5,1324.300048828125,1298.625,1305.1500244140625,4423532
2015-06-01 00:00:00+05:30,1304.7249755859375,1323.550048828125,1304.175048828125,1308.875,882264
2015-06-02 00:00:00+05:30,1308.0,1315.0,1295.25,1299.949951171875,3935820
2015-06-03 00:00:00+05:30,1302.0,1312.800048828125,1295.25,1305.449951171875,1804684
2015-06-04 00:00:00+05:30,1308.550048828125,1311.4000244140625,1294.25,1302.824951171875,4131468
2015-06-05 00:00:00+05:30,1296.0,1304.5,1285.0,1287.925048828125,2308534
2015-06-08 00:00:00+05:30,1295.0,1295.0,1280.824951171875,1288.7249755859375,1570320
2015-06-09 00:00:00+05:30,1292.5,1295.0,1275.5,1280.824951171875,2578914
2015-06-10 00:00:00+05:30,1283.0,1305.0,1281.9000244140625,1300.375,2763350
2015-06-11 00:00:00+05:30,1302.75,1306.5,1278.375,1285.6500244140625,1847336
2015-06-12 00:00:00+05:30,1285.949951171875,1294.4749755859375,1238.4000244140625,1252.9000244140625,2571456
2015-06-15 00:00:00+05:30,1252.6500244140625,1260.2249755859375,1240.5,1252.4000244140625,2525176
2015-06-16 00:00:00+05:30,1250.0,1259.6500244140625,1247.2249755859375,1256.0,1267396
2015-06-17 00:00:00+05:30,1260.5,1264.574951171875,1250.9000244140625,1256.9000244140625,1975720
2015-06-18 00:00:00+05:30,1257.5,1273.1500244140625,1254.0,1265.0250244140625,2165046
2015-06-19 00:00:00+05:30,1267.5,1277.5,1263.550048828125,1274.7750244140625,1999610
2015-06-22 00:00:00+05:30,1273.5,1300.0,1273.5,1295.75,1102002
2015-06-23 00:00:00+05:30,1300.0,1304.0,1283.5999755859375,1287.300048828125,898318
2015-06-24 00:00:00+05:30,1290.0,1293.949951171875,1279.425048828125,1285.1500244140625,1170246
2015-06-25 00:00:00+05:30,1281.0,1286.5,1272.074951171875,1275.0,1930992
2015-06-26 00:00:00+05:30,1275.0999755859375,1298.175048828125,1275.0999755859375,1296.4000244140625,1290102
2015-06-29 00:00:00+05:30,1286.0,1302.0,1271.699951171875,1296.449951171875,1372756
2015-06-30 00:00:00+05:30,1292.5,1294.375,1270.0,1275.4749755859375,1549952
2015-07-01 00:00:00+05:30,1281.949951171875,1304.0,1278.375,1296.550048828125,1279708
2015-07-02 00:00:00+05:30,1300.0,1301.4749755859375,1285.5250244140625,1288.875,1445880
2015-07-03 00:00:00+05:30,1286.5250244140625,1305.0,1285.0,1301.949951171875,963470
2015-07-06 00:00:00+05:30,1290.1500244140625,1322.5,1290.1500244140625,1316.6500244140625,1182338
2015-07-07 00:00:00+05:30,1316.375,1323.449951171875,1301.5,1308.125,1642836
2015-07-08 00:00:00+05:30,1298.9749755859375,1310.8499755859375,1290.25,1297.550048828125,2667850
2015-07-09 00:00:00+05:30,1297.5,1299.125,1253.324951171875,1261.25,3934122
2015-07-10 00:00:00+05:30,1279.5,1279.5,1227.5,1237.175048828125,8263654
2015-07-13 00:00:00+05:30,1237.699951171875,1259.300048828125,1237.699951171875,1254.7750244140625,2280308
2015-07-14 00:00:00+05:30,1255.5,1257.5,1245.0,1249.75,1703274
2015-07-15 00:00:00+05:30,1250.5,1274.9749755859375,1250.0,1272.875,2003660
2015-07-16 00:00:00+05:30,1271.8499755859375,1279.425048828125,1263.300048828125,1270.0999755859375,1456608
2015-07-17 00:00:00+05:30,1273.4000244140625,1285.050048828125,1271.6500244140625,1282.199951171875,1070526
2015-07-20 00:00:00+05:30,1282.0,1291.949951171875,1275.949951171875,1289.574951171875,853786
2015-07-21 00:00:00+05:30,1288.0,1300.175048828125,1277.550048828125,1280.699951171875,1274500
2015-07-22 00:00:00+05:30,1280.5,1284.5,1260.5250244140625,1264.0250244140625,1320628
2015-07-23 00:00:00+05:30,1258.75,1268.925048828125,1241.5,1244.300048828125,1496780
2015-07-24 00:00:00+05:30,1248.75,1258.25,1246.050048828125,1252.574951171875,1574972
2015-07-27 00:00:00+05:30,1244.0,1252.5,1240.574951171875,1248.5250244140625,2003738
2015-07-28 00:00:00+05:30,1249.75,1259.5,1246.074951171875,1251.0250244140625,1891188
2015-07-29 00:00:00+05:30,1255.5,1257.5250244140625,1241.75,1253.375,2413318
2015-07-30 00:00:00+05:30,1258.0250244140625,1258.4000244140625,1236.4000244140625,1240.324951171875,2770574
2015-07-31 00:00:00+05:30,1244.949951171875,1259.5,1243.5,1255.375,1963776
2015-08-03 00:00:00+05:30,1251.699951171875,1262.5,1250.449951171875,1254.800048828125,1179324
2015-08-04 00:00:00+05:30,1255.199951171875,1261.5,1243.0,1254.449951171875,2342692
2015-08-05 00:00:00+05:30,1260.0,1275.0,1255.5,1273.574951171875,988994
2015-08-06 00:00:00+05:30,1282.5,1291.5,1275.050048828125,1286.6500244140625,2211366
2015-08-07 00:00:00+05:30,1286.5,1286.5,1273.5,1276.0250244140625,1188506
2015-08-10 00:00:00+05:30,1286.0,1294.5,1278.300048828125,1286.050048828125,1431182
2015-08-11 00:00:00+05:30,1289.0,1305.0,1271.050048828125,1302.0999755859375,2200306
2015-08-12 00:00:00+05:30,1301.550048828125,1345.699951171875,1301.0,1335.8499755859375,3479784
2015-08-13 00:00:00+05:30,1335.0,1342.0,1278.0,1317.800048828125,1406426
2015-08-14 00:00:00+05:30,1319.0,1359.675048828125,1318.550048828125,1351.5999755859375,2293964
2015-08-17 00:00:00+05:30,1345.050048828125,1348.4000244140625,1327.5,1342.375,773644
2015-08-18 00:00:00+05:30,1353.449951171875,1374.949951171875,1345.0,1370.449951171875,1916926
2015-08-19 00:00:00+05:30,1375.0,1376.425048828125,1360.949951171875,1366.800048828125,1690070
2015-08-20 00:00:00+05:30,1372.5,1372.5,1336.0,1343.425048828125,2349298
2015-08-21 00:00:00+05:30,1356.0,1364.949951171875,1327.550048828125,1338.074951171875,3536080
2015-08-24 00:00:00+05:30,1319.5,1322.5,1284.550048828125,1289.324951171875,4692344
2015-08-25 00:00:00+05:30,1293.949951171875,1311.0,1267.75,1283.574951171875,3925800
2015-08-26 00:00:00+05:30,1279.0250244140625,1319.5,1255.9749755859375,1288.375,3216158
2015-08-27 00:00:00+05:30,1307.449951171875,1307.449951171875,1272.9000244140625,1287.324951171875,5264798
2015-08-28 00:00:00+05:30,1304.5,1304.5,1278.8499755859375,1285.425048828125,2744152
2015-08-31 00:00:00+05:30,1295.0,1295.0,1265.5250244140625,1282.0250244140625,3692044
2015-09-01 00:00:00+05:30,1278.0,1305.5999755859375,1265.0,1268.699951171875,2987602
2015-09-02 00:00:00+05:30,1279.8499755859375,1310.2249755859375,1274.0,1295.9000244140625,3765950
2015-09-03 00:00:00+05:30,1298.050048828125,1307.5,1288.125,1302.800048828125,2265074
2015-09-04 00:00:00+05:30,1305.699951171875,1307.449951171875,1269.574951171875,1273.7249755859375,2426396
2015-09-07 00:00:00+05:30,1276.5,1279.9749755859375,1266.3499755859375,1269.875,1759184
2015-09-08 00:00:00+05:30,1272.5,1282.050048828125,1261.75,1270.1500244140625,1787746
2015-09-09 00:00:00+05:30,1281.4749755859375,1287.0,1272.0,1274.875,2045076
2015-09-10 00:00:00+05:30,1271.0,1289.25,1263.5,1272.699951171875,2665818
2015-09-11 00:00:00+05:30,1273.25,1284.199951171875,1270.300048828125,1276.0,1592672
2015-09-14 00:00:00+05:30,1282.5,1282.5,1271.5,1275.824951171875,1589318
2015-09-15 00:00:00+05:30,1275.824951171875,1279.449951171875,1268.0,1268.625,1379900
2015-09-16 00:00:00+05:30,1277.5,1282.5,1270.5250244140625,1275.175048828125,1756816
2015-09-18 00:00:00+05:30,1282.5,1293.0,1269.5,1275.625,2455294
2015-09-21 00:00:00+05:30,1275.0,1278.550048828125,1266.5999755859375,1275.5250244140625,1108840
2015-09-22 00:00:00+05:30,1278.75,1286.199951171875,1245.0,1263.4000244140625,2081246
2015-09-23 00:00:00+05:30,1267.1500244140625,1278.875,1256.300048828125,1266.324951171875,1228352
2015-09-24 00:00:00+05:30,1267.75,1295.0,1264.949951171875,1290.199951171875,2354254
2015-09-28 00:00:00+05:30,1297.0,1309.5,1289.75,1296.8499755859375,2366812
2015-09-29 00:00:00+05:30,1291.675048828125,1317.0,1284.925048828125,1294.125,3325952
2015-09-30 00:00:00+05:30,1321.8499755859375,1321.8499755859375,1285.4749755859375,1294.0250244140625,3368336
2015-10-01 00:00:00+05:30,1299.5,1324.9749755859375,1296.0999755859375,1322.300048828125,2834408
2015-10-05 00:00:00+05:30,1326.3499755859375,1385.0,1326.3499755859375,1355.824951171875,4807306
2015-10-06 00:00:00+05:30,1362.5,1363.0,1342.0,1350.0,3979590
2015-10-07 00:00:00+05:30,1346.9749755859375,1358.5,1323.4749755859375,1326.9749755859375,2065530
2015-10-08 00:00:00+05:30,1335.0,1339.175048828125,1310.0,1316.9000244140625,2357550
2015-10-09 00:00:00+05:30,1325.25,1325.300048828125,1304.0,1314.824951171875,2249724
2015-10-12 00:00:00+05:30,1327.5,1330.175048828125,1293.5,1296.300048828125,2455912
2015-10-13 00:00:00+05:30,1301.4000244140625,1306.0,1283.800048828125,1299.2750244140625,6179712
2015-10-14 00:00:00+05:30,1274.0,1274.0,1240.0,1241.8499755859375,8337128
2015-10-15 00:00:00+05:30,1245.0,1251.75,1232.5,1233.875,3215710
2015-10-16 00:00:00+05:30,1240.449951171875,1246.0,1235.0,1236.0,2333828
2015-10-19 00:00:00+05:30,1245.0,1247.4749755859375,1227.925048828125,1244.375,3130642
2015-10-20 00:00:00+05:30,1248.125,1265.0,1247.800048828125,1263.375,2695084
2015-10-21 00:00:00+05:30,1267.5,1271.0,1261.125,1265.0,1929688
2015-10-23 00:00:00+05:30,1274.0,1274.0,1263.6500244140625,1268.574951171875,2335398
2015-10-26 00:00:00+05:30,1274.5,1274.5,1257.550048828125,1268.2750244140625,1414630
2015-10-27 00:00:00+05:30,1265.0250244140625,1272.449951171875,1260.175048828125,1265.550048828125,1530420
2015-10-28 00:00:00+05:30,1255.0250244140625,1266.7750244140625,1255.0250244140625,1264.550048828125,1255342
2015-10-29 00:00:00+05:30,1266.7750244140625,1267.699951171875,1245.0250244140625,1247.675048828125,3130316
2015-10-30 00:00:00+05:30,1250.0,1255.949951171875,1242.5,1247.5999755859375,1516696
2015-11-02 00:00:00+05:30,1250.0,1261.4000244140625,1243.7750244140625,1258.675048828125,1319294
2015-11-03 00:00:00+05:30,1264.0,1273.9000244140625,1259.25,1271.7249755859375,1364906
2015-11-04 00:00:00+05:30,1272.5,1273.5999755859375,1260.0,1266.9000244140625,991434
2015-11-05 00:00:00+05:30,1265.4000244140625,1267.4749755859375,1240.0,1241.324951171875,1596098
2015-11-06 00:00:00+05:30,1246.0,1259.125,1241.7249755859375,1252.875,908024
2015-11-09 00:00:00+05:30,1247.5,1251.375,1234.300048828125,1235.675048828125,2021556
2015-11-10 00:00:00+05:30,1236.4749755859375,1238.5,1225.0,1229.074951171875,1361920
2015-11-13 00:00:00+05:30,1219.0250244140625,1219.0250244140625,1193.2750244140625,1198.699951171875,2743232
2015-11-16 00:00:00+05:30,1195.0,1195.0,1178.0,1187.300048828125,2043528
2015-11-17 00:00:00+05:30,1190.25,1199.2249755859375,1187.5,1195.2750244140625,1985028
2015-11-18 00:00:00+05:30,1194.449951171875,1194.449951171875,1173.0,1175.7249755859375,1520352
2015-11-19 00:00:00+05:30,1182.675048828125,1190.800048828125,1176.0,1181.2750244140625,1866906
2015-11-20 00:00:00+05:30,1183.25,1211.7750244140625,1180.9749755859375,1199.175048828125,2012126
2015-11-23 00:00:00+05:30,1202.6500244140625,1206.699951171875,1191.125,1195.5250244140625,1088082
2015-11-24 00:00:00+05:30,1190.0250244140625,1196.2249755859375,1182.75,1183.9749755859375,998640
2015-11-26 00:00:00+05:30,1188.949951171875,1191.199951171875,1168.925048828125,1172.7750244140625,2915292
2015-11-27 00:00:00+05:30,1174.0,1179.7249755859375,1166.25,1176.675048828125,1737206
2015-11-30 00:00:00+05:30,1182.5,1195.625,1175.074951171875,1186.7750244140625,4100048
2015-12-01 00:00:00+05:30,1181.449951171875,1189.0250244140625,1178.5250244140625,1180.949951171875,1721994
2015-12-02 00:00:00+05:30,1189.0,1189.050048828125,1173.25,1182.5999755859375,1640296
2015-12-03 00:00:00+05:30,1180.0,1186.5,1173.5,1175.375,2283358
2015-12-04 00:00:00+05:30,1170.0,1173.6500244140625,1160.550048828125,1164.199951171875,1246092
2015-12-07 00:00:00+05:30,1166.0999755859375,1171.949951171875,1157.625,1159.9000244140625,1382604
2015-12-08 00:00:00+05:30,1159.699951171875,1174.5,1158.6500244140625,1164.5,1139964
2015-12-09 00:00:00+05:30,1168.949951171875,1186.4000244140625,1160.0,1183.824951171875,5282806
2015-12-10 00:00:00+05:30,1184.5,1195.5999755859375,1176.0,1192.2750244140625,1723988
2015-12-11 00:00:00+05:30,1191.5,1195.9749755859375,1181.625,1193.0,1652378
2015-12-14 00:00:00+05:30,1167.5999755859375,1193.5,1165.300048828125,1189.2249755859375,2718532
2015-12-15 00:00:00+05:30,1189.2249755859375,1192.5,1181.5250244140625,1187.925048828125,1135868
2015-12-16 00:00:00+05:30,1192.0,1207.25,1192.0,1204.199951171875,1435934
2015-12-17 00:00:00+05:30,1207.5,1222.5,1196.675048828125,1219.875,1618844
2015-12-18 00:00:00+05:30,1210.0,1217.0999755859375,1200.324951171875,1208.4000244140625,3024970
2015-12-21 00:00:00+05:30,1209.9749755859375,1225.0,1203.425048828125,1223.199951171875,1610104
2015-12-22 00:00:00+05:30,1220.0,1220.0,1200.0,1202.5250244140625,1560858
2015-12-23 00:00:00+05:30,1207.5,1217.5,1205.2750244140625,1212.9000244140625,849834
2015-12-24 00:00:00+05:30,1210.5,1219.0999755859375,1202.0,1217.125,843160
2015-12-28 00:00:00+05:30,1214.0,1233.199951171875,1210.0999755859375,1231.3499755859375,3704198
2015-12-29 00:00:00+05:30,1229.175048828125,1232.6500244140625,1222.875,1227.9000244140625,1708524
2015-12-30 00:00:00+05:30,1226.5250244140625,1229.5,1206.1500244140625,1209.1500244140625,1605762
